Subject Line A;Subject Line B
Attention shoppers! The annual holiday market is coming up this...;Come support our talented neighbors
Help us give back to our community! Our church will...;Drop Off Donations
Calling all car enthusiasts! The local classic car club is...;Support local youth programs
Local Farmers' Market: Fresh produce, baked goods, and handmade crafts...;Fresh produce, baked goods, and handmade crafts await you at...
Volunteer Opportunity: Help out at the local animal shelter by...;Volunteer Opportunity
Community Potluck Dinner: Join us for an evening of food,...;Potluck Dinner Invitation
Yoga Classes: Get flexible and relaxed with our weekly yoga...;Weekly yoga sessions every Tuesday
Book Club Meeting: Discuss the latest bestseller with fellow book...;Refreshments provided!
Join us for our annual charity walk/run this Saturday at...;Join us for our charity walk/run this Saturday at City...
The community center is offering free dance classes every Wednesday...;Dance classes for all levels
Get ready to sweat with our new Zumba class on...;New Fitness Opportunity
Our monthly meditation session will take place this Thursday at...;Inner peace this Thursday
The local park is hosting a free outdoor movie night...;Classic Film Under Stars
Lost: A small drone with blue markings, last seen near...;Lost Drone with Blue Markings
The community center is hosting a free yoga class for...;Yoga Class for Seniors
Local artist Emma Taylor's latest exhibit opens tonight at the...;Gallery Exhibit Tonight
The school's annual book fair is happening next week during...;New Favorite Book for Kids
Attention, car enthusiasts! The classic car show returns this Saturday...;Car Enthusiasts Rejoice
Pet grooming services available now at Pet Paradise on Main...;Book an Appointment Today
Reminder: The deadline to pay your property taxes without penalty...;Reminder: Deadline for property tax payments
"Join us for our annual ""Taste of the Town"" food...";Sample dishes from local restaurants and enjoy live music
Lost: A set of silver-rimmed reading glasses, possibly left on...;Lost: Silver-rimmed reading glasses
The community center is looking for volunteer drivers to help...;Grocery shopping trips require volunteer drivers
Free yoga workshop this weekend at the park! All levels...;Yoga workshop this weekend
Wanted: a set of golf clubs with a distinctive red...;Found: Golf Clubs with Red Head Cover
Community Clean-Up Day: Join us this Saturday morning as we...;Meet at the town square at 9 am for supplies...
Free Yoga Session: Get flexible with our free yoga session...;All levels welcome, no experience necessary
Lost Pet Alert: A golden retriever named Max has gone...;Golden Retriever Missing
Art Class for Kids: Let your little ones unleash their...;Let your little ones unleash
Reminder: The annual Fall Festival will take place this Saturday...;Don't miss out on the fun
Road Closure Alert: Oak Street will be closed for roadwork...;Road Closure Alert
Free Yoga Session This Sunday! Join us at the community...;Join us at the community center this weekend
Book Club Meeting Rescheduled The book club meeting previously scheduled...;Book Club Meeting Rescheduled
Community Clean-Up Day Join us on Saturday morning at 9:00...;Saturday morning at 9:00 AM
Book Lover's Club meets this Wednesday at the library to...;Join us for lively conversation!
The local theater group seeks vintage 1920s-style costumes for their...;Vintage 1920s-style costumes needed
This weekend, join us at the farmer's market at the...;This Weekend's Farmer's Market
"The technology club is enrolling for a workshop on ""Smart...";Smart Home Automation Workshop
Our community library launches its new reading challenge starting next...;Start Reading and Win Prizes
Join us at the weekly farmer's market this Saturday at...;This Saturday at the town square
Community clean-up event this Saturday at 9 AM! Let's work...;Meet us at the park entrance with gloves, trash bags,...
Local art studio hosting free painting class for beginners! All...;Local Art Studio Hosting Free Class
Attention all book lovers: The library is hosting a used...;Attention all book lovers
Reminder to all residents: Don't forget that the annual town...;The annual town fair is just around the corner
Found: A lost cat in the neighborhood! If you're missing...;A lost cat in the neighborhood!
The local art studio is offering a free painting class...;All Skill Levels Welcome
Reminder to all dog owners: Please keep those leashes short!...;Reminder for dog owners
The community garden is looking for volunteers to help with...;Community Garden Needs Volunteers
Lost: A small, black dog with a distinctive white patch...;Lost: Small black dog with white patch near park
"Book Club: Join us for a discussion on ""The Alchemist""...";"Join us for a discussion on ""The Alchemist"""
The local library is hosting a book club for adults...;Discuss New Releases
The local library is hosting a book club for adults...;Join us for a book club
The annual Holiday Parade will take place on December 15th...;Join the Fun at the Holiday Parade
Community event: Join us for a free outdoor concert this...;Join us for a free outdoor concert this Saturday
The local animal shelter is in need of donations to...;Donate to local animal shelter
Reminder: The city's annual clean-up event will take place this...;Make Our Neighborhood a Cleaner Place
For sale: Gently used baby gear (stroller, car seat, etc.)...;For Sale: Gently Used Baby Gear Available
Job opening: The local coffee shop is hiring part-time baristas!...;Flexible work hours
The town's annual SummerFest celebration is just around the corner!...;Live music, food trucks, and fun activities
Free Language Exchange: Practice conversing in a new language and...;Language Exchange Opportunity
Reminder: The library's summer reading program ends next week, so...;Return your books and submit
A reminder that the annual community picnic is this Saturday...;Community picnic this Saturday at Memorial Park
Missing bicycle: Silver Schwinn, distinctive handlebars. Last seen near Oak...;Silver Schwinn seen near Oak Street
The local animal shelter needs donations of pet food, toys,...;Drop-off points listed
Volunteers are needed for the town's annual Halloween party next...;Halloween Party Sign-up
For Sale: Gently used bicycle with all original parts, perfect...;Bicycle for sale
Join us for a fun-filled evening of games and prizes...;Games and Prizes
Calling all bookworms! The library is hosting a used bookstore...;Support a good cause
Wanted: A reliable lawn mower for rent or purchase. Must...;Lawn Mower for Rent or Purchase
Free kittens! Our neighbors are rehoming two adorable little furballs...;Free kittens for adoption
Garage sale alert! The Smiths will be hosting a massive...;Find great deals this weekend
Attention all musicians: Join us for an open mic night...;Attention all musicians
The local animal shelter is hosting a bake sale this...;The animal shelter's bake sale needs your support
Free community concert: The local music school is hosting a...;Free outdoor concert
The local library is hosting a book drive for children's...;Book Drive for Kids
